timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2022-03-11,25.13000000,27.13000000,24.73000000,25.23000000,1536.46000000,1647043199999,38876.84160000,194,694.99000000,17676.75570000,0
2022-03-12,25.92000000,26.21000000,24.97000000,24.97000000,942.02000000,1647129599999,23912.33770000,130,496.59000000,12637.67770000,0
2022-03-13,24.96000000,25.99000000,23.87000000,24.08000000,1121.73000000,1647215999999,27939.97490000,149,536.89000000,13421.68770000,0
2022-03-14,24.57000000,25.82000000,23.71000000,24.64000000,1218.64000000,1647302399999,29681.97900000,199,595.71000000,14558.05390000,0
2022-03-15,25.49000000,25.98000000,23.93000000,24.60000000,4682.40000000,1647388799999,115530.27320000,282,2489.49000000,61538.74610000,0
2022-03-16,24.51000000,26.50000000,24.28000000,26.29000000,1993.81000000,1647475199999,50382.80190000,291,1256.43000000,31880.47370000,0
2022-03-17,26.24000000,27.27000000,25.44000000,25.44000000,2266.76000000,1647561599999,58432.00410000,288,1148.51000000,29690.86950000,0
2022-03-18,25.37000000,26.80000000,24.66000000,26.22000000,2992.91000000,1647647999999,75328.40990000,260,1403.42000000,35454.71900000,0
2022-03-19,26.23000000,26.70000000,25.63000000,26.32000000,3534.94000000,1647734399999,92091.12940000,240,1315.37000000,34396.97750000,0
2022-03-20,25.86000000,26.33000000,25.00000000,25.24000000,7322.10000000,1647820799999,187802.63220000,281,3152.73000000,82078.91420000,0
2022-03-21,25.34000000,26.14000000,25.00000000,25.38000000,68851.98000000,1647907199999,1752234.57380000,706,32511.71000000,836608.34120000,0
2022-03-22,25.33000000,26.96000000,25.19000000,25.40000000,5359.76000000,1647993599999,137617.57380000,485,2493.92000000,64039.13970000,0
2022-03-23,25.40000000,26.19000000,24.74000000,25.61000000,6640.70000000,1648079999999,167550.57800000,598,2562.49000000,64852.92300000,0
2022-03-24,25.74000000,26.85000000,24.82000000,26.60000000,7283.71000000,1648166399999,190119.96800000,605,3285.01000000,85810.15690000,0
2022-03-25,26.53000000,27.25000000,25.23000000,25.63000000,7871.42000000,1648252799999,206989.86090000,597,3304.03000000,86849.96130000,0
2022-03-26,25.70000000,26.41000000,25.57000000,26.20000000,1434.60000000,1648339199999,37395.91530000,188,630.17000000,16462.96670000,0
2022-03-27,26.23000000,27.89000000,25.69000000,27.30000000,2593.56000000,1648425599999,68780.61820000,406,1302.56000000,34646.87980000,0
2022-03-28,27.32000000,30.00000000,26.55000000,26.76000000,6753.38000000,1648511999999,189349.93030000,866,3291.60000000,92684.67360000,0
2022-03-29,26.92000000,28.46000000,26.70000000,27.30000000,7248.70000000,1648598399999,199790.06770000,583,3685.14000000,101640.51710000,0
2022-03-30,27.25000000,28.10000000,26.43000000,26.89000000,8163.28000000,1648684799999,222192.42860000,727,4080.08000000,111373.90110000,0
2022-03-31,26.85000000,28.23000000,25.70000000,26.20000000,9872.57000000,1648771199999,266385.16730000,804,3948.82000000,107330.70180000,0
2022-04-01,26.32000000,27.90000000,25.06000000,26.46000000,7352.37000000,1648857599999,191997.59450000,715,3189.06000000,83903.96010000,0
2022-04-02,26.69000000,29.73000000,26.69000000,28.37000000,8408.97000000,1648943999999,235038.99170000,709,5380.65000000,150738.29290000,0
2022-04-03,28.77000000,30.18000000,26.92000000,28.95000000,9042.54000000,1649030399999,264918.17610000,877,4198.66000000,123677.37980000,0
2022-04-04,29.03000000,31.37000000,27.34000000,28.19000000,6055.75000000,1649116799999,172718.85000000,700,2684.83000000,77352.58550000,0
2022-04-05,28.17000000,29.45000000,26.78000000,26.90000000,9211.24000000,1649203199999,255247.94400000,989,4161.77000000,116178.77790000,0
2022-04-06,26.89000000,26.98000000,24.60000000,24.60000000,6506.67000000,1649289599999,168718.98800000,898,2279.31000000,59304.47000000,0
2022-04-07,24.90000000,26.51000000,24.00000000,25.48000000,6869.30000000,1649375999999,172060.60940000,680,2551.21000000,64576.78100000,0
2022-04-08,25.45000000,26.61000000,24.55000000,24.74000000,4416.26000000,1649462399999,113134.59370000,553,1540.48000000,39705.85350000,0
2022-04-09,24.89000000,25.21000000,24.60000000,25.16000000,1760.18000000,1649548799999,43823.43210000,248,854.47000000,21291.56280000,0
2022-04-10,25.10000000,25.25000000,24.35000000,24.35000000,2644.73000000,1649635199999,65492.54330000,330,849.20000000,21107.13860000,0
2022-04-11,24.33000000,24.84000000,21.45000000,21.88000000,8230.13000000,1649721599999,189395.33550000,805,3062.20000000,70284.48990000,0
