timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2022-07-13,0.00144500,0.00195000,0.00111300,0.00134500,2076986959.00000000,1657756799999,2680182.58713300,18617,859609090.00000000,1109870.69934800,0
2022-07-14,0.00134200,0.00412800,0.00126900,0.00291200,22325037734.00000000,1657843199999,67440953.15905700,310399,10845114490.00000000,32817775.82953300,0
2022-07-15,0.00291400,0.00449900,0.00275000,0.00363400,11971861341.00000000,1657929599999,44157571.28188700,198426,5850605452.00000000,21626132.59073900,0
2022-07-16,0.00363400,0.00536900,0.00357100,0.00499000,11601279454.00000000,1658015999999,54048166.32626600,227097,5786940068.00000000,26951028.52258000,0
2022-07-17,0.00499400,0.00500600,0.00313100,0.00331500,5898472049.00000000,1658102399999,21471324.75998500,101448,2703305795.00000000,9792931.75439800,0
2022-07-18,0.00331500,0.00360400,0.00253100,0.00281700,4327932254.00000000,1658188799999,12899204.50203100,58355,1995702962.00000000,5955520.36049700,0
2022-07-19,0.00281700,0.00307900,0.00248100,0.00281700,2786121727.00000000,1658275199999,7792231.28707000,37755,1345188029.00000000,3769040.49614500,0
2022-07-20,0.00281100,0.00408300,0.00276600,0.00331000,11066330096.00000000,1658361599999,39023915.60843200,213902,5516022655.00000000,19455689.56243500,0
2022-07-21,0.00331100,0.00381500,0.00309800,0.00360500,5697682199.00000000,1658447999999,19735808.17116400,106790,2856611503.00000000,9907037.04178000,0
2022-07-22,0.00360700,0.00398000,0.00324100,0.00334100,3936617496.00000000,1658534399999,14247605.51046600,74616,1883850727.00000000,6841011.77587700,0
2022-07-23,0.00334200,0.00348000,0.00301000,0.00320900,2122436138.00000000,1658620799999,6889000.31686100,34080,981455915.00000000,3188103.86598200,0
2022-07-24,0.00320700,0.00329900,0.00303000,0.00311400,1452191147.00000000,1658707199999,4591069.92747900,25484,662752806.00000000,2098700.57075500,0
2022-07-25,0.00312100,0.00313400,0.00275500,0.00277700,1689427909.00000000,1658793599999,4885662.38821700,26539,773504127.00000000,2235187.25549400,0
2022-07-26,0.00277500,0.00320000,0.00257500,0.00293700,3584893126.00000000,1658879999999,10513287.99259100,54671,1790464930.00000000,5260745.79179900,0
2022-07-27,0.00293700,0.00329500,0.00283400,0.00301500,3346291132.00000000,1658966399999,10204031.73592800,52914,1626832100.00000000,4965341.74391800,0
2022-07-28,0.00302000,0.00323100,0.00290000,0.00312500,1974378996.00000000,1659052799999,6013543.52448900,31148,941991499.00000000,2876956.34453100,0
2022-07-29,0.00311600,0.00336300,0.00293000,0.00297800,2071575482.00000000,1659139199999,6458403.25467200,33241,942915357.00000000,2941491.09415200,0
2022-07-30,0.00297700,0.00330000,0.00296400,0.00303300,1360827462.00000000,1659225599999,4171476.37018400,20395,677065290.00000000,2080116.06876500,0
2022-07-31,0.00302500,0.00307100,0.00271500,0.00281800,1062285776.00000000,1659311999999,3112089.75383300,16151,451275981.00000000,1324783.22387700,0
2022-08-01,0.00281800,0.00294800,0.00272400,0.00280000,922447069.00000000,1659398399999,2608430.24975500,14059,453287063.00000000,1282907.84381100,0
2022-08-02,0.00279900,0.00286700,0.00264400,0.00278700,727228244.00000000,1659484799999,2000624.57237900,11378,342127680.00000000,943083.80654100,0
2022-08-03,0.00278100,0.00333000,0.00270400,0.00316800,3195190506.00000000,1659571199999,9871422.50064000,50189,1700848542.00000000,5268239.77889700,0
2022-08-04,0.00316100,0.00335000,0.00283400,0.00294400,2057710490.00000000,1659657599999,6375999.46813600,45955,987041038.00000000,3070926.09239800,0
2022-08-05,0.00294300,0.00320500,0.00293700,0.00312200,1024223539.00000000,1659743999999,3164760.22486400,17870,514468085.00000000,1590318.13579200,0
2022-08-06,0.00312200,0.00349100,0.00308200,0.00313900,1731257190.00000000,1659830399999,5679513.00054200,29860,894846279.00000000,2938140.35470600,0
2022-08-07,0.00313900,0.00323800,0.00301800,0.00319800,660256859.00000000,1659916799999,2080408.49803800,11882,321761416.00000000,1015771.22881300,0
2022-08-08,0.00319900,0.00335600,0.00301500,0.00309800,1283421920.00000000,1660003199999,4107009.31069300,23523,532986005.00000000,1710202.26034700,0
2022-08-09,0.00309900,0.00319300,0.00278100,0.00292400,1172491807.00000000,1660089599999,3497684.17242500,25328,446904902.00000000,1340008.46276800,0
2022-08-10,0.00292100,0.00314500,0.00281200,0.00310600,1020536213.00000000,1660175999999,3060487.92332600,17493,483336861.00000000,1452728.37794700,0
2022-08-11,0.00310900,0.00319100,0.00300100,0.00303000,943913141.00000000,1660262399999,2929088.38614900,15126,408961616.00000000,1270816.27322100,0
2022-08-12,0.00302000,0.00311900,0.00297100,0.00311600,657213013.00000000,1660348799999,2007587.95107700,10335,313085599.00000000,957443.27723500,0
2022-08-13,0.00311200,0.00317000,0.00304400,0.00306700,527990206.00000000,1660435199999,1640998.93433500,8182,243215456.00000000,756323.97087900,0
2022-08-14,0.00306500,0.00376700,0.00306500,0.00362000,5683347432.00000000,1660521599999,19716455.53347500,93067,2811430362.00000000,9774699.00441300,0
2022-08-15,0.00361600,0.00387500,0.00321600,0.00330400,2659935409.00000000,1660607999999,9182208.21483300,38676,1203993260.00000000,4161498.63618400,0
2022-08-16,0.00330400,0.00331000,0.00303700,0.00312800,1558288071.00000000,1660694399999,4892938.66736000,21196,667620132.00000000,2094705.06112600,0
2022-08-17,0.00313000,0.00325000,0.00292900,0.00301200,1117081262.00000000,1660780799999,3432333.78935400,16354,474427701.00000000,1460020.07944500,0
2022-08-18,0.00301500,0.00318000,0.00263500,0.00281600,1531068813.00000000,1660867199999,4544949.10918300,22471,624965539.00000000,1866225.58377000,0
2022-08-19,0.00281700,0.00281900,0.00228600,0.00238100,2238676311.00000000,1660953599999,5679110.14339400,31903,949656746.00000000,2414913.00889800,0
2022-08-20,0.00238200,0.00262600,0.00234800,0.00245500,1085433824.00000000,1661039999999,2715880.99141600,15031,505310875.00000000,1265322.87770100,0
2022-08-21,0.00245300,0.00270000,0.00240200,0.00256400,766452462.00000000,1661126399999,1944529.53801300,11808,375064060.00000000,954453.16622900,0
2022-08-22,0.00255600,0.00255600,0.00235000,0.00245500,752023400.00000000,1661212799999,1823523.15405700,10598,339500191.00000000,822267.41293700,0
2022-08-23,0.00245800,0.00250000,0.00232500,0.00248300,2403270210.00000000,1661299199999,5845768.25264400,32872,1178085531.00000000,2867476.79440000,0
2022-08-24,0.00248300,0.00265000,0.00238000,0.00248400,2309361679.00000000,1661385599999,5779155.02645800,32574,1169611514.00000000,2928718.97613300,0
2022-08-25,0.00248800,0.00256700,0.00243200,0.00246400,1257437272.00000000,1661471999999,3138638.78843400,17711,587075198.00000000,1466476.59735100,0
2022-08-26,0.00246300,0.00247100,0.00209600,0.00216600,1212820055.00000000,1661558399999,2801015.77998300,15475,537460819.00000000,1243547.54450700,0
2022-08-27,0.00216800,0.00222300,0.00211200,0.00215800,677713146.00000000,1661644799999,1471875.36893500,7975,334951138.00000000,727592.55684700,0
2022-08-28,0.00215800,0.00220400,0.00207000,0.00209000,718516463.00000000,1661731199999,1550504.97270400,7438,355528444.00000000,768479.05847300,0
2022-08-29,0.00209000,0.00221300,0.00203700,0.00219800,809296069.00000000,1661817599999,1730718.22792600,7913,389335039.00000000,833213.42066900,0
2022-08-30,0.00219900,0.00226000,0.00206400,0.00213400,589276120.00000000,1661903999999,1270592.38334600,6543,285575050.00000000,616181.28185300,0
2022-08-31,0.00213500,0.00219400,0.00209300,0.00212900,701684983.00000000,1661990399999,1503038.74037300,7460,332910358.00000000,713685.69821200,0
2022-09-01,0.00212800,0.00215200,0.00202400,0.00208400,758190854.00000000,1662076799999,1586672.61356900,7407,322159873.00000000,674558.36982800,0
2022-09-02,0.00208400,0.00217700,0.00201200,0.00203000,922911279.00000000,1662163199999,1930077.61029600,8508,436792319.00000000,913821.36770200,0
2022-09-03,0.00202700,0.00208300,0.00194300,0.00202100,783404029.00000000,1662249599999,1557564.86160000,8381,358742344.00000000,713938.18600300,0
