timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2021-08-10,0.00707300,0.01100000,0.00707300,0.00868100,1245239.30000000,1628639999999,10970.93053460,9500,687767.30000000,5989.50964270,0
2021-08-11,0.00867600,0.00893800,0.00735900,0.00742800,413877.60000000,1628726399999,3291.55599990,3768,140369.70000000,1122.46254680,0
2021-08-12,0.00742800,0.00765000,0.00698900,0.00739800,201022.00000000,1628812799999,1474.03627460,1564,100956.80000000,739.37604510,0
2021-08-13,0.00738100,0.00796300,0.00716400,0.00766200,118870.90000000,1628899199999,907.43871720,1200,75126.20000000,574.41602220,0
2021-08-14,0.00766800,0.00768700,0.00714000,0.00731000,95298.90000000,1628985599999,701.07541110,800,53479.80000000,392.46147060,0
2021-08-15,0.00729000,0.00763700,0.00707000,0.00759900,91205.70000000,1629071999999,665.76953430,791,58710.20000000,430.31446800,0
2021-08-16,0.00757900,0.00867400,0.00738100,0.00811000,455477.60000000,1629158399999,3659.20531040,3866,277147.00000000,2224.83270010,0
2021-08-17,0.00811000,0.00836700,0.00776100,0.00797000,285037.00000000,1629244799999,2290.17743310,2211,143845.20000000,1159.03641960,0
2021-08-18,0.00792700,0.00840500,0.00767100,0.00775700,166167.00000000,1629331199999,1322.61863920,1511,79573.20000000,635.73928960,0
2021-08-19,0.00779900,0.00787600,0.00736000,0.00756000,96260.70000000,1629417599999,735.11136620,957,56938.90000000,435.33181150,0
2021-08-20,0.00756000,0.00782000,0.00705100,0.00713300,110713.40000000,1629503999999,819.62431300,949,54644.70000000,407.82220820,0
2021-08-21,0.00711500,0.00718500,0.00638300,0.00699900,119714.80000000,1629590399999,830.09905930,859,66824.80000000,465.11494650,0
2021-08-22,0.00689900,0.00711700,0.00677900,0.00693000,73555.50000000,1629676799999,511.61854720,546,32721.20000000,227.99762430,0
2021-08-23,0.00697300,0.00727300,0.00616100,0.00629200,90795.20000000,1629763199999,607.62863810,577,47772.40000000,320.29148920,0
2021-08-24,0.00633100,0.00647800,0.00610300,0.00612200,84973.40000000,1629849599999,535.36123500,409,42529.00000000,269.17642210,0
2021-08-25,0.00611100,0.00630400,0.00579600,0.00585300,96479.50000000,1629935999999,576.92631920,576,42494.80000000,255.14553080,0
2021-08-26,0.00588900,0.00589400,0.00540700,0.00565200,126045.30000000,1630022399999,709.29108350,701,54223.00000000,305.84983730,0
2021-08-27,0.00567800,0.00608800,0.00558400,0.00599800,144018.20000000,1630108799999,844.24188120,641,78756.00000000,461.91049870,0
2021-08-28,0.00599800,0.00624800,0.00583400,0.00598600,79850.30000000,1630195199999,480.35482200,443,39667.20000000,239.75621820,0
2021-08-29,0.00601600,0.00611800,0.00571900,0.00601300,110021.70000000,1630281599999,645.90408140,464,57674.90000000,338.48611490,0
2021-08-30,0.00599000,0.00910600,0.00584100,0.00705100,619643.80000000,1630367999999,4531.58544400,3256,292524.10000000,2145.50981650,0
2021-08-31,0.00707700,0.00823700,0.00693000,0.00775800,530824.70000000,1630454399999,3948.39967100,3314,284928.40000000,2122.05262920,0
2021-09-01,0.00772700,0.00983800,0.00741700,0.00840600,852785.90000000,1630540799999,7481.10154650,5579,425148.40000000,3722.18426040,0
2021-09-02,0.00842900,0.00874000,0.00787600,0.00817700,215737.00000000,1630627199999,1781.06140260,1453,99006.30000000,817.82068350,0
2021-09-03,0.00815800,0.00851400,0.00780000,0.00786400,185140.50000000,1630713599999,1486.42719870,1133,88108.00000000,708.16931190,0
2021-09-04,0.00790500,0.00818200,0.00755300,0.00761800,168539.90000000,1630799999999,1316.12153390,919,90523.70000000,706.24360620,0
2021-09-05,0.00762300,0.00901700,0.00760300,0.00839600,215314.20000000,1630886399999,1801.29115300,1484,117023.50000000,978.78871070,0
2021-09-06,0.00841800,0.00926000,0.00814500,0.00833900,262654.00000000,1630972799999,2284.10808040,1821,101469.50000000,881.01556240,0
2021-09-07,0.00838900,0.00925000,0.00751700,0.00906600,341965.60000000,1631059199999,2888.92528390,3536,174258.20000000,1485.22912650,0
2021-09-08,0.00909600,0.01006500,0.00864100,0.00968600,308834.70000000,1631145599999,2853.71684730,2707,156881.10000000,1452.96054640,0
2021-09-09,0.00958600,0.01396500,0.00950500,0.01370000,703386.70000000,1631231999999,8429.82486430,7903,336733.00000000,4035.84294580,0
2021-09-10,0.01370000,0.01516100,0.01184000,0.01415400,817408.80000000,1631318399999,10977.79085390,12188,433300.80000000,5840.78904140,0
2021-09-11,0.01416400,0.01501200,0.01230400,0.01290000,280409.00000000,1631404799999,3682.75131730,4242,110424.50000000,1462.60621100,0
2021-09-12,0.01291000,0.01306400,0.01210000,0.01230700,156305.80000000,1631491199999,1959.19446500,2246,68081.30000000,857.40426120,0
2021-09-13,0.01227900,0.01527900,0.01153600,0.01454000,568785.50000000,1631577599999,7822.30686840,6846,294522.10000000,4077.52688110,0
2021-09-14,0.01456500,0.01684300,0.01403000,0.01487200,646610.70000000,1631663999999,9807.55423540,7950,314713.00000000,4799.10333170,0
2021-09-15,0.01480800,0.01493200,0.01305300,0.01379500,285379.40000000,1631750399999,3951.16249870,2812,141433.20000000,1958.46630960,0
2021-09-16,0.01382800,0.01394600,0.01305700,0.01345000,161255.40000000,1631836799999,2169.41649970,1775,82488.00000000,1109.96015030,0
2021-09-17,0.01337000,0.01407600,0.01267800,0.01273600,105610.80000000,1631923199999,1398.39351890,1473,43702.20000000,582.80122170,0
2021-09-18,0.01279800,0.01400000,0.01248100,0.01291700,115990.40000000,1632009599999,1516.01365280,2147,63962.50000000,840.89968520,0
2021-09-19,0.01289500,0.01368300,0.01257500,0.01316400,122640.80000000,1632095999999,1602.01373840,1822,60087.30000000,787.27052440,0
2021-09-20,0.01316800,0.01362400,0.01215800,0.01245000,209384.00000000,1632182399999,2676.64394910,2536,92999.10000000,1197.78491440,0
2021-09-21,0.01246700,0.01343900,0.01187400,0.01226700,189096.50000000,1632268799999,2370.06608360,2143,75331.10000000,950.25980300,0
2021-09-22,0.01227700,0.01309200,0.01194600,0.01240000,139783.80000000,1632355199999,1742.76842700,1582,75161.10000000,939.35778310,0
2021-09-23,0.01241300,0.01297100,0.01225300,0.01259500,134027.20000000,1632441599999,1685.84586750,1783,54240.70000000,685.31631780,0
